customer_id,age,tenure_months,monthly_charge,total_charge,contract_type,payment_method,internet_service,support_calls,late_payments,churn
CUST-000660,36.0,53,48.92,2474.79,month-to-month,electronic-check,fiber,1,0,0
CUST-000661,29.0,54,,4654.81,one-year,mailed-check,dsl,2,0,0
CUST-000662,64.0,22,129.29,2717.35,month-to-month,mailed-check,fiber,4,1,1
CUST-000663,20.0,62,128.93,7146.98,month-to-month,electronic-check,fiber,0,0,0
CUST-000664,30.0,27,77.95,2207.09,two-year,bank-transfer,dsl,0,0,0
CUST-000665,55.0,61,90.29,5637.93,month-to-month,bank-transfer,fiber,3,4,1
CUST-000666,61.0,30,114.6,3411.21,month-to-month,credit-card,dsl,0,1,0
CUST-000667,49.0,8,122.62,989.37,month-to-month,credit-card,dsl,2,1,1
CUST-000668,72.0,55,42.42,2103.97,month-to-month,bank-transfer,fiber,1,0,0
CUST-000669,75.0,3,78.14,236.81,one-year,bank-transfer,dsl,0,3,0
CUST-000670,26.0,56,111.61,5720.88,month-to-month,bank-transfer,fiber,1,0,0
CUST-000671,78.0,4,53.35,205.53,month-to-month,mailed-check,dsl,2,0,0
CUST-000672,56.0,15,68.38,933.65,two-year,credit-card,fiber,1,1,0
CUST-000673,58.0,44,128.42,5696.49,one-year,bank-transfer,none,0,0,0
CUST-000674,23.0,68,128.36,8045.99,,bank-transfer,fiber,3,1,0
CUST-000675,57.0,30,119.67,,two-year,electronic-check,dsl,3,2,0
CUST-000676,63.0,9,107.83,872.03,two-year,electronic-check,fiber,1,0,0
CUST-000677,54.0,17,49.6,845.31,month-to-month,credit-card,fiber,2,0,0
CUST-000678,23.0,65,55.29,3343.34,one-year,bank-transfer,fiber,3,0,0
CUST-000679,50.0,53,80.2,4115.04,one-year,electronic-check,dsl,2,1,0
CUST-000680,76.0,8,81.69,612.01,month-to-month,bank-transfer,none,1,0,0
CUST-000681,63.0,28,75.61,2141.85,month-to-month,electronic-check,fiber,6,3,1
CUST-000682,26.0,20,90.03,1653.86,month-to-month,credit-card,fiber,0,1,1
CUST-000683,78.0,13,64.92,877.67,one-year,credit-card,fiber,3,0,0
CUST-000684,78.0,61,102.41,5838.63,one-year,electronic-check,fiber,1,2,0
CUST-000685,28.0,45,56.69,2289.96,one-year,mailed-check,dsl,1,0,0
CUST-000686,68.0,13,56.37,674.81,month-to-month,electronic-check,none,1,0,0
CUST-000687,43.0,47,33.99,1425.91,,mailed-check,dsl,1,2,0
CUST-000688,55.0,30,40.76,1173.5,month-to-month,electronic-check,fiber,1,0,0
CUST-000689,46.0,5,113.56,523.82,month-to-month,mailed-check,fiber,1,2,1
CUST-000690,67.0,33,69.09,2349.8,two-year,credit-card,dsl,2,2,0
CUST-000691,80.0,14,45.07,610.73,two-year,electronic-check,,1,1,0
CUST-000692,68.0,18,103.53,1713.85,two-year,electronic-check,dsl,0,2,0
CUST-000693,76.0,64,80.94,4955.94,two-year,electronic-check,fiber,1,1,0
CUST-000694,77.0,52,22.33,1060.51,two-year,credit-card,fiber,3,1,0
CUST-000695,23.0,10,54.8,498.89,month-to-month,bank-transfer,dsl,1,0,0
CUST-000696,33.0,62,39.47,2278.56,month-to-month,credit-card,fiber,0,1,0
CUST-000697,63.0,42,92.15,3477.12,month-to-month,credit-card,none,3,3,1
CUST-000698,55.0,63,50.25,2887.39,month-to-month,credit-card,fiber,0,2,0
CUST-000699,21.0,54,27.14,1523.4,month-to-month,credit-card,fiber,1,2,0
CUST-000700,23.0,25,26.04,646.68,month-to-month,bank-transfer,fiber,2,1,0
CUST-000701,50.0,39,83.99,3395.46,two-year,credit-card,fiber,0,0,0
CUST-000702,56.0,39,22.39,806.55,month-to-month,bank-transfer,dsl,1,0,0
CUST-000703,28.0,52,113.37,6046.7,two-year,mailed-check,fiber,0,0,0
CUST-000704,28.0,18,37.09,,one-year,credit-card,dsl,2,0,0
CUST-000705,26.0,24,86.72,1882.55,one-year,electronic-check,dsl,1,1,0
CUST-000706,53.0,18,68.92,1261.4,one-year,electronic-check,fiber,2,2,0
CUST-000707,18.0,22,68.71,1345.55,month-to-month,credit-card,fiber,0,0,0
CUST-000708,54.0,12,27.9,317.67,one-year,electronic-check,fiber,2,3,0
CUST-000709,47.0,3,108.3,331.17,month-to-month,mailed-check,dsl,4,3,1
CUST-000710,47.0,68,118.24,7919.08,two-year,credit-card,dsl,1,1,0
CUST-000711,60.0,6,21.21,123.2,month-to-month,credit-card,fiber,2,2,1
CUST-000712,50.0,64,39.65,2385.64,month-to-month,bank-transfer,dsl,4,0,0
CUST-000713,63.0,1,119.43,106.62,one-year,electronic-check,fiber,0,1,1
CUST-000714,66.0,56,80.44,4722.96,one-year,bank-transfer,fiber,1,1,0
CUST-000715,75.0,24,36.5,796.91,month-to-month,electronic-check,fiber,2,1,1
CUST-000716,68.0,38,42.31,1484.63,one-year,credit-card,none,1,1,0
CUST-000717,50.0,21,92.6,1789.24,month-to-month,mailed-check,fiber,0,2,1
CUST-000718,49.0,36,99.73,3713.61,one-year,bank-transfer,fiber,3,2,0
CUST-000719,32.0,33,85.94,2863.89,month-to-month,bank-transfer,fiber,0,1,0
CUST-000720,55.0,39,124.85,4663.41,month-to-month,credit-card,dsl,0,0,0
CUST-000721,26.0,29,74.35,2247.62,month-to-month,bank-transfer,fiber,0,1,0
CUST-000722,76.0,39,53.03,1838.55,,credit-card,fiber,3,2,0
CUST-000723,71.0,60,72.5,4488.87,month-to-month,credit-card,fiber,1,0,0
CUST-000724,25.0,32,59.56,,month-to-month,electronic-check,dsl,2,0,0
CUST-000725,67.0,27,44.69,1142.07,month-to-month,electronic-check,fiber,1,0,0
CUST-000726,25.0,10,25.06,222.83,month-to-month,credit-card,none,3,2,1
CUST-000727,63.0,26,58.74,1603.33,month-to-month,electronic-check,fiber,1,0,0
CUST-000728,23.0,10,98.26,1017.43,month-to-month,bank-transfer,fiber,2,1,0
CUST-000729,48.0,14,22.03,302.07,one-year,bank-transfer,none,2,2,0
CUST-000730,59.0,69,68.31,4322.34,two-year,mailed-check,dsl,1,2,0
CUST-000731,63.0,7,90.84,589.49,month-to-month,electronic-check,fiber,1,1,1
CUST-000732,,35,87.14,2916.99,two-year,mailed-check,dsl,0,0,0
CUST-000733,76.0,61,105.43,6012.38,month-to-month,electronic-check,dsl,2,0,0
CUST-000734,66.0,69,109.16,6655.49,month-to-month,credit-card,fiber,0,2,0
CUST-000735,31.0,11,98.29,1072.07,one-year,bank-transfer,dsl,2,1,0
CUST-000736,60.0,12,31.31,369.81,one-year,electronic-check,dsl,1,1,0
CUST-000737,64.0,27,72.25,2016.55,two-year,electronic-check,fiber,0,0,0
CUST-000738,39.0,40,86.37,3320.29,month-to-month,electronic-check,dsl,2,3,1
CUST-000739,64.0,70,47.01,3088.65,one-year,credit-card,fiber,1,1,0
CUST-000740,74.0,15,24.68,357.97,month-to-month,bank-transfer,fiber,3,0,0
CUST-000741,69.0,12,44.59,488.58,month-to-month,electronic-check,none,2,0,0
CUST-000742,66.0,19,70.04,1312.58,month-to-month,electronic-check,dsl,2,2,0
CUST-000743,57.0,63,65.53,4173.41,two-year,credit-card,dsl,1,0,0
CUST-000744,35.0,3,39.43,107.18,month-to-month,electronic-check,dsl,1,1,0
CUST-000745,68.0,28,110.69,2895.15,two-year,bank-transfer,dsl,2,0,0
CUST-000746,40.0,9,121.83,1126.65,one-year,mailed-check,fiber,2,1,0
CUST-000747,51.0,12,42.15,488.57,one-year,bank-transfer,none,1,2,0
CUST-000748,37.0,67,122.25,7948.4,one-year,bank-transfer,dsl,2,0,0
CUST-000749,37.0,1,21.96,22.02,two-year,credit-card,dsl,1,1,0
CUST-000750,27.0,24,121.75,2858.42,month-to-month,bank-transfer,fiber,1,0,0
CUST-000751,78.0,66,124.71,7340.52,month-to-month,electronic-check,fiber,1,1,0
CUST-000752,27.0,44,21.33,954.17,one-year,electronic-check,fiber,1,1,0
CUST-000753,23.0,6,103.93,646.58,month-to-month,bank-transfer,fiber,3,0,1
CUST-000754,76.0,34,126.72,3830.48,month-to-month,electronic-check,fiber,1,1,1
CUST-000755,52.0,70,119.65,7543.08,month-to-month,mailed-check,dsl,1,1,0
CUST-000756,45.0,29,126.78,3674.18,month-to-month,bank-transfer,dsl,1,1,0
CUST-000757,64.0,39,80.54,3086.91,month-to-month,mailed-check,fiber,2,1,0
CUST-000758,42.0,39,28.6,1054.08,month-to-month,electronic-check,fiber,0,1,0
CUST-000759,26.0,48,113.48,5292.74,two-year,credit-card,dsl,2,2,0
CUST-000760,63.0,14,87.52,1224.75,month-to-month,bank-transfer,fiber,0,0,0
CUST-000761,29.0,61,87.62,5161.82,two-year,electronic-check,none,0,0,0
CUST-000762,52.0,72,65.9,4288.5,two-year,credit-card,fiber,2,2,0
CUST-000763,77.0,11,82.9,816.34,month-to-month,bank-transfer,fiber,0,0,0
CUST-000764,76.0,59,36.89,2077.71,one-year,mailed-check,fiber,1,1,0
CUST-000765,40.0,59,101.37,6201.47,one-year,bank-transfer,none,1,0,0
CUST-000766,67.0,54,28.25,1487.09,one-year,electronic-check,fiber,4,0,0
CUST-000767,56.0,27,100.28,2547.54,month-to-month,credit-card,dsl,0,2,0
CUST-000768,48.0,34,113.39,3988.19,month-to-month,credit-card,fiber,2,0,1
CUST-000769,26.0,61,71.97,4153.4,month-to-month,electronic-check,fiber,1,0,0
CUST-000770,41.0,12,76.08,882.43,one-year,credit-card,dsl,0,2,0
CUST-000771,59.0,60,54.34,2933.72,two-year,electronic-check,fiber,4,0,0
CUST-000772,80.0,67,126.64,8530.34,one-year,electronic-check,fiber,0,2,0
CUST-000773,,50,100.64,5027.23,one-year,credit-card,dsl,2,0,0
CUST-000774,63.0,25,60.59,1537.5,two-year,electronic-check,dsl,0,1,1
CUST-000775,71.0,41,39.23,1504.34,one-year,credit-card,fiber,2,1,0
CUST-000776,77.0,4,44.15,168.5,month-to-month,electronic-check,fiber,4,0,1
CUST-000777,44.0,68,71.03,4388.66,two-year,bank-transfer,none,3,1,0
CUST-000778,25.0,25,123.68,3227.94,month-to-month,electronic-check,dsl,1,0,0
CUST-000779,35.0,5,100.76,450.72,month-to-month,mailed-check,dsl,5,2,1
CUST-000780,71.0,58,43.68,2508.95,month-to-month,electronic-check,dsl,3,0,0
CUST-000781,73.0,48,114.55,5497.82,two-year,credit-card,dsl,3,0,0
CUST-000782,58.0,45,61.6,2513.69,month-to-month,electronic-check,fiber,0,1,0
CUST-000783,25.0,4,113.69,428.43,month-to-month,electronic-check,fiber,1,0,1
CUST-000784,,55,46.59,2273.74,month-to-month,credit-card,dsl,1,2,0
CUST-000785,48.0,46,88.05,3947.52,month-to-month,bank-transfer,dsl,1,2,0
CUST-000786,55.0,58,121.93,7419.45,month-to-month,mailed-check,none,0,1,0
CUST-000787,20.0,60,48.37,2766.03,one-year,electronic-check,,1,0,0
CUST-000788,61.0,16,96.22,1613.88,two-year,electronic-check,fiber,0,2,1
CUST-000789,52.0,16,128.6,1854.84,month-to-month,bank-transfer,dsl,1,2,0
CUST-000790,18.0,67,36.57,2319.64,month-to-month,credit-card,dsl,1,2,0
CUST-000791,24.0,39,29.72,1197.72,month-to-month,electronic-check,fiber,2,2,0
CUST-000792,46.0,32,94.16,3100.62,month-to-month,bank-transfer,dsl,1,0,0
CUST-000793,63.0,21,57.37,1126.47,one-year,,dsl,2,0,0
CUST-000794,70.0,47,27.84,1302.41,one-year,bank-transfer,fiber,4,0,0
CUST-000795,,55,72.28,4097.23,one-year,credit-card,dsl,2,2,0
CUST-000796,36.0,1,102.91,103.98,month-to-month,credit-card,dsl,1,1,1
CUST-000797,79.0,40,51.36,2027.37,one-year,electronic-check,none,1,0,0
CUST-000798,46.0,72,56.86,3708.84,month-to-month,,fiber,1,2,0
CUST-000799,37.0,21,113.03,2118.25,month-to-month,electronic-check,dsl,1,0,0
CUST-000800,45.0,21,77.21,1596.26,two-year,bank-transfer,fiber,3,1,0
CUST-000801,18.0,64,112.7,6960.69,one-year,bank-transfer,dsl,0,0,0
CUST-000802,37.0,5,69.1,318.02,two-year,bank-transfer,fiber,1,0,0
CUST-000803,50.0,29,124.83,3365.84,two-year,electronic-check,dsl,1,1,0
CUST-000804,75.0,33,91.59,2861.24,one-year,electronic-check,none,6,3,0
CUST-000805,64.0,58,32.75,1831.57,two-year,credit-card,dsl,4,2,0
CUST-000806,67.0,10,117.36,1110.63,month-to-month,,dsl,6,2,1
CUST-000807,52.0,32,73.82,2234.3,month-to-month,mailed-check,fiber,1,1,0
CUST-000808,24.0,11,35.58,352.11,month-to-month,credit-card,dsl,1,0,0
CUST-000809,42.0,57,36.8,2154.55,month-to-month,bank-transfer,fiber,1,0,0
CUST-000810,80.0,46,95.63,4326.64,month-to-month,electronic-check,dsl,3,1,0
CUST-000811,20.0,36,25.21,821.19,month-to-month,credit-card,fiber,0,0,0
CUST-000812,73.0,29,51.53,1422.73,one-year,electronic-check,dsl,4,2,1
CUST-000813,61.0,12,35.38,403.69,one-year,bank-transfer,fiber,4,3,0
CUST-000814,35.0,67,68.52,4508.69,one-year,electronic-check,dsl,0,1,0
CUST-000815,67.0,47,65.58,3031.43,month-to-month,electronic-check,dsl,1,2,1
CUST-000816,70.0,23,77.41,1762.07,one-year,bank-transfer,fiber,2,1,0
CUST-000817,20.0,30,50.76,1520.73,month-to-month,credit-card,fiber,0,1,0
CUST-000818,24.0,53,23.52,1118.88,month-to-month,electronic-check,dsl,2,1,0
CUST-000819,59.0,52,87.58,4243.73,month-to-month,electronic-check,dsl,1,2,1
CUST-000820,80.0,34,61.11,1834.54,month-to-month,credit-card,fiber,3,0,0
CUST-000821,19.0,22,91.65,1930.18,month-to-month,electronic-check,fiber,1,2,1
CUST-000822,59.0,48,31.95,1461.53,one-year,electronic-check,fiber,1,2,0
CUST-000823,26.0,48,21.52,1037.95,one-year,credit-card,dsl,0,1,0
CUST-000824,58.0,44,47.31,1890.98,one-year,electronic-check,dsl,2,0,0
CUST-000825,57.0,6,70.22,415.99,month-to-month,credit-card,fiber,0,1,0
CUST-000826,23.0,35,63.35,2066.78,one-year,credit-card,,1,2,0
CUST-000827,60.0,45,109.13,4640.39,one-year,electronic-check,dsl,2,1,0
CUST-000828,74.0,69,61.56,4257.32,month-to-month,electronic-check,dsl,1,3,0
CUST-000829,72.0,38,78.35,2656.24,one-year,electronic-check,fiber,4,0,0
CUST-000830,19.0,25,85.29,2000.63,month-to-month,electronic-check,fiber,5,0,1
CUST-000831,33.0,41,22.4,869.29,month-to-month,electronic-check,fiber,1,1,0
CUST-000832,33.0,13,76.66,998.25,month-to-month,mailed-check,fiber,2,1,1
CUST-000833,46.0,7,57.93,370.58,month-to-month,bank-transfer,fiber,3,1,1
CUST-000834,27.0,49,66.34,3384.13,month-to-month,credit-card,fiber,0,2,0
CUST-000835,71.0,72,31.03,2345.02,month-to-month,credit-card,fiber,1,1,0
CUST-000836,66.0,61,106.11,6597.08,month-to-month,credit-card,dsl,2,2,0
CUST-000837,68.0,43,123.66,4950.22,two-year,bank-transfer,fiber,1,1,0
CUST-000838,30.0,3,,66.87,month-to-month,electronic-check,dsl,2,0,0
CUST-000839,18.0,72,86.15,5546.14,month-to-month,electronic-check,fiber,3,1,1
CUST-000840,75.0,33,104.02,,month-to-month,electronic-check,dsl,1,4,0
CUST-000841,36.0,21,51.33,1043.13,two-year,electronic-check,fiber,1,1,0
CUST-000842,59.0,65,106.63,6307.13,one-year,electronic-check,dsl,2,0,0
CUST-000843,75.0,54,89.56,4525.08,two-year,bank-transfer,dsl,1,3,0
CUST-000844,20.0,54,122.21,6705.76,month-to-month,mailed-check,fiber,1,0,0
CUST-000845,18.0,20,127.91,2629.67,month-to-month,,dsl,2,1,1
CUST-000846,18.0,72,24.66,1719.33,one-year,credit-card,fiber,1,1,0
CUST-000847,27.0,33,68.94,2187.78,month-to-month,credit-card,dsl,2,0,1
CUST-000848,21.0,39,80.17,3150.47,one-year,,fiber,0,3,1
CUST-000849,69.0,55,36.14,2028.35,two-year,credit-card,fiber,0,1,0
CUST-000850,56.0,48,56.99,2762.94,month-to-month,electronic-check,fiber,3,1,0
CUST-000851,79.0,13,128.64,1580.93,two-year,bank-transfer,dsl,1,1,0
CUST-000852,68.0,22,21.79,474.17,one-year,mailed-check,fiber,2,0,0
CUST-000853,78.0,27,69.78,1932.58,month-to-month,bank-transfer,dsl,2,2,0
CUST-000854,33.0,69,112.69,7043.14,month-to-month,bank-transfer,fiber,0,0,0
CUST-000855,36.0,52,55.63,2736.5,month-to-month,credit-card,fiber,2,2,0
CUST-000856,71.0,27,72.78,1748.17,one-year,electronic-check,fiber,2,0,0
CUST-000857,33.0,53,127.59,6420.84,month-to-month,electronic-check,none,2,3,1
CUST-000858,21.0,54,72.24,3944.99,month-to-month,credit-card,dsl,2,4,1
CUST-000859,60.0,29,34.4,911.3,one-year,electronic-check,fiber,2,0,0
CUST-000860,68.0,30,25.69,749.21,month-to-month,bank-transfer,dsl,4,1,0
CUST-000861,78.0,65,124.0,7142.93,month-to-month,credit-card,fiber,2,0,0
CUST-000862,76.0,41,49.24,2084.66,one-year,credit-card,fiber,2,0,0
CUST-000863,25.0,11,75.45,846.05,month-to-month,electronic-check,dsl,1,1,1
CUST-000864,66.0,52,29.98,1510.87,month-to-month,mailed-check,fiber,1,1,0
CUST-000865,71.0,43,66.6,2863.75,month-to-month,electronic-check,fiber,1,0,0
CUST-000866,61.0,37,122.31,4062.36,month-to-month,electronic-check,dsl,0,0,0
CUST-000867,69.0,53,,4083.8,month-to-month,electronic-check,fiber,1,2,0
CUST-000868,70.0,66,126.82,,one-year,bank-transfer,dsl,2,1,0
CUST-000869,46.0,24,48.47,1047.41,two-year,mailed-check,dsl,4,3,1
CUST-000870,20.0,31,75.5,2449.84,month-to-month,electronic-check,dsl,1,1,1
CUST-000871,46.0,14,114.55,1417.4,two-year,mailed-check,dsl,1,0,0
CUST-000872,30.0,47,69.31,3214.72,one-year,electronic-check,dsl,1,0,0
CUST-000873,25.0,29,50.74,1337.85,one-year,bank-transfer,fiber,2,0,0
CUST-000874,25.0,25,114.1,,one-year,electronic-check,dsl,1,0,0
CUST-000875,61.0,51,62.89,2860.89,one-year,credit-card,dsl,3,1,0
CUST-000876,49.0,30,78.38,2101.65,one-year,bank-transfer,none,1,3,0
CUST-000877,52.0,34,127.42,4155.82,month-to-month,credit-card,fiber,3,1,0
CUST-000878,64.0,32,40.51,1359.82,month-to-month,electronic-check,dsl,1,1,0
CUST-000879,52.0,19,53.15,936.14,month-to-month,bank-transfer,dsl,2,3,0
CUST-000880,57.0,10,23.42,230.48,month-to-month,mailed-check,fiber,2,2,0
CUST-000881,23.0,60,63.1,3665.46,,credit-card,dsl,2,3,0
CUST-000882,71.0,7,42.02,300.95,month-to-month,bank-transfer,fiber,2,0,1
CUST-000883,46.0,24,94.8,,month-to-month,bank-transfer,fiber,4,0,0
CUST-000884,27.0,49,39.95,1907.32,month-to-month,electronic-check,dsl,1,1,0
CUST-000885,69.0,10,94.23,981.51,month-to-month,bank-transfer,fiber,0,1,0
CUST-000886,64.0,48,48.98,2201.84,one-year,electronic-check,fiber,2,3,0
CUST-000887,21.0,53,59.07,2988.89,one-year,bank-transfer,fiber,1,0,0
CUST-000888,30.0,48,58.37,2888.89,month-to-month,electronic-check,fiber,1,1,0
CUST-000889,18.0,22,98.84,2036.45,month-to-month,electronic-check,dsl,4,2,1
CUST-000890,35.0,2,71.32,134.75,month-to-month,credit-card,dsl,1,2,1
CUST-000891,24.0,64,59.74,,month-to-month,credit-card,dsl,0,1,0
CUST-000892,62.0,24,113.79,2779.08,one-year,bank-transfer,fiber,2,0,0
CUST-000893,50.0,58,82.91,4992.31,one-year,mailed-check,dsl,2,1,0
CUST-000894,79.0,15,43.52,644.5,month-to-month,electronic-check,dsl,2,1,0
CUST-000895,65.0,12,119.01,1408.15,month-to-month,electronic-check,dsl,0,0,1
CUST-000896,56.0,57,57.69,3111.75,two-year,credit-card,fiber,1,1,0
CUST-000897,50.0,68,24.29,1457.02,one-year,credit-card,fiber,2,0,0
CUST-000898,21.0,62,74.41,4196.23,month-to-month,credit-card,none,0,0,0
CUST-000899,22.0,55,,1674.05,month-to-month,,dsl,3,0,0
CUST-000900,56.0,18,46.23,748.68,month-to-month,bank-transfer,fiber,3,4,0
CUST-000901,18.0,66,102.18,6684.45,two-year,electronic-check,dsl,0,2,0
CUST-000902,20.0,49,34.38,1521.51,month-to-month,credit-card,fiber,4,2,1
CUST-000903,31.0,13,108.76,1264.8,month-to-month,credit-card,fiber,0,1,1
CUST-000904,73.0,10,123.06,1162.96,two-year,credit-card,dsl,0,0,0
CUST-000905,46.0,63,86.72,5039.04,one-year,electronic-check,dsl,1,1,0
CUST-000906,,20,98.14,1775.93,month-to-month,credit-card,fiber,1,2,1
CUST-000907,43.0,56,98.49,4990.6,month-to-month,credit-card,none,3,2,0
CUST-000908,28.0,10,,1193.33,month-to-month,electronic-check,dsl,1,2,1
CUST-000909,41.0,21,57.57,1174.23,,bank-transfer,fiber,2,0,0
CUST-000910,23.0,21,37.91,803.18,month-to-month,electronic-check,dsl,0,0,0
CUST-000911,66.0,21,77.11,1659.75,two-year,credit-card,dsl,5,0,0
CUST-000912,29.0,49,78.66,3884.18,two-year,credit-card,dsl,2,1,0
CUST-000913,41.0,66,39.57,2577.14,month-to-month,bank-transfer,none,0,1,0
CUST-000914,79.0,66,87.44,5968.96,one-year,electronic-check,dsl,2,2,0
CUST-000915,55.0,54,21.55,1126.88,month-to-month,electronic-check,fiber,1,1,0
CUST-000916,46.0,15,122.04,1808.03,month-to-month,electronic-check,fiber,2,1,1
CUST-000917,52.0,70,49.1,3265.07,one-year,credit-card,dsl,2,2,0
CUST-000918,67.0,40,24.35,911.33,month-to-month,electronic-check,none,1,0,0
CUST-000919,34.0,40,31.91,1195.21,month-to-month,bank-transfer,fiber,0,1,0
CUST-000920,58.0,51,46.43,2143.48,month-to-month,electronic-check,fiber,2,1,0
CUST-000921,72.0,56,50.13,2850.57,month-to-month,electronic-check,dsl,1,0,0
CUST-000922,54.0,69,23.61,1448.93,month-to-month,credit-card,fiber,2,1,0
CUST-000923,46.0,42,50.73,2119.36,one-year,bank-transfer,fiber,2,0,0
CUST-000924,27.0,44,41.22,1862.57,one-year,bank-transfer,dsl,1,0,0
CUST-000925,33.0,54,61.65,3211.13,one-year,bank-transfer,dsl,2,2,0
CUST-000926,77.0,19,62.37,1056.97,two-year,credit-card,dsl,0,1,0
CUST-000927,52.0,23,57.29,1255.52,month-to-month,bank-transfer,dsl,2,1,0
CUST-000928,36.0,46,56.07,2420.21,two-year,bank-transfer,fiber,2,0,0
CUST-000929,44.0,5,29.87,156.45,month-to-month,electronic-check,none,3,3,1
CUST-000930,54.0,24,22.77,545.12,month-to-month,credit-card,fiber,1,0,0
CUST-000931,51.0,52,42.23,2201.74,two-year,bank-transfer,fiber,3,0,0
CUST-000932,62.0,71,103.23,7092.52,month-to-month,electronic-check,dsl,1,2,0
CUST-000933,34.0,38,128.99,4904.56,month-to-month,bank-transfer,dsl,1,1,0
CUST-000934,58.0,29,122.14,3552.11,month-to-month,credit-card,dsl,2,1,1
CUST-000935,45.0,32,75.46,2152.19,month-to-month,credit-card,fiber,3,0,0
CUST-000936,77.0,50,78.5,3602.53,month-to-month,electronic-check,none,0,2,0
CUST-000937,27.0,40,54.6,1926.73,month-to-month,bank-transfer,dsl,1,0,0
CUST-000938,27.0,2,105.13,203.25,two-year,bank-transfer,dsl,1,1,0
CUST-000939,47.0,39,104.12,4177.98,month-to-month,electronic-check,none,2,1,0
CUST-000940,50.0,29,112.87,3219.63,month-to-month,credit-card,fiber,2,0,1
CUST-000941,61.0,51,118.51,5832.68,month-to-month,electronic-check,dsl,2,0,0
CUST-000942,43.0,64,67.78,4500.22,two-year,electronic-check,dsl,3,0,0
CUST-000943,75.0,70,104.36,6642.45,month-to-month,mailed-check,dsl,0,1,0
CUST-000944,47.0,44,108.7,4269.52,month-to-month,credit-card,dsl,0,1,0
CUST-000945,26.0,27,53.93,1508.45,month-to-month,credit-card,dsl,3,1,0
CUST-000946,25.0,32,122.22,4041.95,one-year,electronic-check,fiber,3,0,0
CUST-000947,79.0,13,30.38,393.4,one-year,mailed-check,fiber,1,2,0
CUST-000948,26.0,68,129.37,8109.37,one-year,electronic-check,none,0,0,0
CUST-000949,77.0,62,104.71,6783.25,one-year,bank-transfer,none,2,1,0
CUST-000950,35.0,62,30.26,1895.09,month-to-month,electronic-check,none,2,0,0
CUST-000951,23.0,24,92.19,2200.53,month-to-month,electronic-check,fiber,2,1,1
CUST-000952,37.0,24,23.76,523.42,month-to-month,bank-transfer,fiber,2,2,0
CUST-000953,56.0,62,104.72,6279.84,month-to-month,electronic-check,dsl,2,1,0
CUST-000954,44.0,40,107.91,4402.03,month-to-month,bank-transfer,dsl,3,1,0
CUST-000955,67.0,51,86.27,4515.24,month-to-month,electronic-check,fiber,2,0,0
CUST-000956,56.0,36,114.25,4012.0,month-to-month,bank-transfer,dsl,1,1,0
CUST-000957,43.0,32,30.77,953.99,one-year,bank-transfer,fiber,2,0,0
CUST-000958,57.0,46,50.35,2312.87,month-to-month,bank-transfer,dsl,2,0,0
CUST-000959,79.0,59,65.56,3751.23,one-year,electronic-check,fiber,1,1,0
CUST-000960,,25,,586.53,one-year,bank-transfer,fiber,1,2,0
CUST-000961,27.0,59,69.3,3657.43,month-to-month,mailed-check,fiber,3,0,0
CUST-000962,43.0,18,49.17,797.82,month-to-month,electronic-check,none,2,1,0
CUST-000963,70.0,30,63.2,1913.53,one-year,electronic-check,dsl,4,2,1
CUST-000964,31.0,66,66.76,3895.9,one-year,bank-transfer,none,4,1,0
CUST-000965,77.0,69,116.74,,month-to-month,electronic-check,fiber,1,1,0
CUST-000966,55.0,67,49.74,3445.19,,bank-transfer,fiber,0,2,0
CUST-000967,55.0,23,118.31,2720.26,one-year,bank-transfer,fiber,4,0,0
CUST-000968,37.0,61,66.86,3591.97,one-year,electronic-check,dsl,2,2,0
CUST-000969,75.0,68,56.06,,month-to-month,credit-card,fiber,2,1,0
CUST-000970,20.0,71,75.28,5397.07,month-to-month,credit-card,,1,1,0
CUST-000971,36.0,2,65.95,125.44,two-year,electronic-check,dsl,2,0,0
CUST-000972,44.0,54,48.31,2503.6,month-to-month,bank-transfer,dsl,0,1,0
CUST-000973,48.0,72,75.29,5193.18,two-year,,fiber,4,0,0
CUST-000974,47.0,56,36.7,1879.2,month-to-month,credit-card,dsl,2,0,0
CUST-000975,27.0,17,58.71,1000.7,month-to-month,bank-transfer,fiber,2,2,1
CUST-000976,32.0,55,82.24,4059.62,month-to-month,electronic-check,fiber,2,0,0
CUST-000977,24.0,8,65.47,506.07,month-to-month,bank-transfer,dsl,2,1,0
CUST-000978,54.0,35,110.63,3519.28,two-year,electronic-check,dsl,2,2,1
CUST-000979,40.0,46,48.24,1970.31,month-to-month,credit-card,dsl,0,1,0
CUST-000980,53.0,33,126.67,3780.29,two-year,electronic-check,fiber,1,1,0
CUST-000981,55.0,51,106.32,5572.99,month-to-month,bank-transfer,none,0,4,0
CUST-000982,62.0,18,126.44,2070.96,two-year,bank-transfer,none,5,2,0
CUST-000983,52.0,44,112.2,4578.01,two-year,bank-transfer,fiber,3,0,0
CUST-000984,58.0,47,35.63,1512.97,one-year,mailed-check,dsl,1,0,0
CUST-000985,54.0,46,77.91,3601.93,month-to-month,bank-transfer,fiber,1,0,0
CUST-000986,59.0,21,38.7,776.72,one-year,bank-transfer,dsl,2,1,0
CUST-000987,56.0,22,110.01,2518.04,month-to-month,credit-card,dsl,0,2,0
CUST-000988,37.0,19,84.26,1589.63,two-year,mailed-check,dsl,1,1,0
